part_no,Part name,slno,section name,total electors,total part votes
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",9,"Thalavaipatti(R.V)And(P),Ward1,SouthKattukottai 759",940,131
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",10,"Thalavaipatti(R.V)And(P),Ward1,NorthKattupaguthi 889",960,53
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",11,OverseasElector 938,938,1
103,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthWestWing",1,"Thalavaipatti(R.V)And(P),Ward1,KuditheruNorthstreet 1",812,100
103,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthWestWing",2,"Thalavaipatti(R.V)And(P),Ward1,NorthKadu 98",805,68
103,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthWestWing",3,"Thalavaipatti(R.V)And(P),Ward1,AmbethkarColony 165",182,18
103,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthWestWing",4,"Thalavaipatti(R.V)And(P),Ward1,KuditheruSouthStreet 183",806,77
103,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthWestWing",5,"Thalavaipatti(R.V)And(P),Ward1,SouthKaduSundharapuram 260",815,548
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",1,"Palaniyapuri(R.V)And(P),Ward1,NorthStreet 1",681,139
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",2,"Palaniyapuri(R.V)And(P),Ward1,CenterStreet 137",685,57
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",3,"Palaniyapuri(R.V)And(P),Ward1,SouthStreet 193",694,70
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",4,"Palaniyapuri(R.V)And(P),Ward3,EastKattukottai 262",366,105
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",5,"Palaniyapuri(R.V)And(P),Ward3,NehruNagar 367",692,164
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",6,"Palaniyapuri(R.V)And(P),Ward3,Uthukkadu 529",691,61
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",7,"Palaniyapuri(R.V)And(P),Ward3,SouthKattukottaigal 585",693,74
104,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthEastwing",8,OverseasElector 655,678,24
105,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthWestBuilding",1,"Palaniyapuri(R.V)And(P),Ward2,WestBoyarStreet 1",671,95
105,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthWestBuilding",2,"Palaniyapuri(R.V)And(P),Ward2,EastBoyarStreet 94",678,144
105,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthWestBuilding",3,"Palaniyapuri(R.V)And(P),Ward2,EastStreet 235",680,159
105,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthWestBuilding",4,"Palaniyapuri(R.V)And(P),Ward2,MariammanKoilStreet 389",681,84
105,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthWestBuilding",5,"Palaniyapuri(R.V)And(P),Ward2,NadarStreet 466",679,66
105,"PanchayatUnionMiddleSchool-Palaniyapuri-636108,TerracedBuildingFacingNorthWestBuilding",6,"Palaniyapuri(R.V)And(P),Ward2,SchoolStreet 531",663,133
106,"PanchayatUnionElementarySchool-Kalarampatty-636107,TerracedBuildingFacingWestNorthBuilding",1,"Kalarampatti(R.V)And(P),Ward1,Kuditheru 1",611,282
106,"PanchayatUnionElementarySchool-Kalarampatty-636107,TerracedBuildingFacingWestNorthBuilding",2,"Kalarampatti(R.V)And(P),Ward4,Annanagar&adjoiningareas 274",612,328
107,"PanchayatUnionElementarySchool-Kalarampatty-636107,TerracedBuildingFacingWestSouthBuilding",1,"Kalarampatti(R.V)And(P),Ward2,AdhithiravidarOldColony 1",873,241
107,"PanchayatUnionElementarySchool-Kalarampatty-636107,TerracedBuildingFacingWestSouthBuilding",2,"Kalarampatti(R.V)And(P),Ward3,AdhithiravidarWestNewColony 236",872,277
107,"PanchayatUnionElementarySchool-Kalarampatty-636107,TerracedBuildingFacingWestSouthBuilding",3,"Kalarampatti(R.V)And(P),Ward4,NorthKadu&Kattukottai 495",864,355
108,"PanchayatUnionElementarySchool-Gopalapuram-636107,TinsheetBuildingFacingNorthEastWing",1,"Gopalapuram(R.V)And(P),Ward1,GopalapuramOor 1",661,444
108,"PanchayatUnionElementarySchool-Gopalapuram-636107,TinsheetBuildingFacingNorthEastWing",2,"Gopalapuram(R.V)And(P),Ward2,Sathyanagar 441",659,211
109,"PanchayatUnionElementarySchool,Gopalapuram-636107,TinsheetBuildingFacingNorthWestWing",1,"Gopalapuram(R.V)And(P),Ward2,5,GopalapuramKattukottai 1",504,503
110,"PanchayatUnionElementarySchool-Gopalapuram-636107,TiledBuildingFacingNorthWestWing",1,"Rangappanaickenpalayam(R.V),Gopalapuram(P),Ward4,5,NorthPalayam 1",935,235
110,"PanchayatUnionElementarySchool-Gopalapuram-636107,TiledBuildingFacingNorthWestWing",2,"Rangappanaickenpalayam(R.V),Gopalapuram(P),Ward4,SouthPalayam 233",924,159
110,"PanchayatUnionElementarySchool-Gopalapuram-636107,TiledBuildingFacingNorthWestWing",3,"4-Rangappanaickenpalayam(R.V),Gopalapuram(P),Ward5,GopalapuramKattukottai",936,272
111,"PanchayatUnionElementarySchool-Akkichettypalayam-636109,TerracedBuildingFacingNorth",1,"Akkichettipalayam(R.V)And(P),Ward1,EastStreet 1",755,183
111,"PanchayatUnionElementarySchool-Akkichettypalayam-636109,TerracedBuildingFacingNorth",2,"Akkichettipalayam(R.V)And(P),Ward2,WestStreet 173",757,153
111,"PanchayatUnionElementarySchool-Akkichettypalayam-636109,TerracedBuildingFacingNorth",3,"Akkichettipalayam(R.V)And(P),Ward3,Kattukottai 324",756,421
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",1,"Kalpaganur(R.V)And(P),Ward1,PudhurPrivuRoadNorth 1",680,101
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",2,"Kalpaganur(R.V)And(P),Ward1,MariammanKoilNorth 101",664,68
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",3,"Kalpaganur(R.V)And(P),Ward1,MariammanKoilStreet 171",684,102
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",4,"Kalpaganur(R.V)And(P),Ward2,NallamuthuStreet,MettuStreet 267",675,113
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",5,"Kalpaganur(R.V)And(P),Ward2,ThoppalaUdaiyarStreet 375",685,69
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",6,"Kalpaganur(R.V)And(P),Ward2,MariammanKoilStreet 443",665,33
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",7,"Kalpaganur(R.V)And(P),Ward2,ChinnamuthuStreet 473",683,111
112,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestNorthWing",8,"Kalpaganur(R.V)And(P),Ward2,KamarajNagar 576",672,82
113,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestMiddleWingRoomNo.12",1,"Kalpaganur(R.V)And(P),Ward2,ThiruvalluvarNagarNorth 1",779,387
113,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingWestMiddleWingRoomNo.12",2,"Kalpaganur(R.V)And(P),Ward2,ThiruvalluvarNagarSouth 382",778,388
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",1,"Kalpaganur(R.V)And(P),Ward1,KuyavarStreet 1",879,142
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",2,"Kalpaganur(R.V)And(P),Ward1,KanjamalaiPadayatchiStreet 143",874,37
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",3,"Kalpaganur(R.V)And(P),Ward1,SeerangathaiStreet 178",880,26
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",4,"Kalpaganur(R.V)And(P),Ward4,NarayanapadayatchiStreet 203",868,69
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",5,"Kalpaganur(R.V)And(P),Ward4,MainRoad,ThalavaipattiPrivuRoad 270",883,46
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",6,"Kalpaganur(R.V)And(P),Ward1,MangangaduVillage 315",887,158
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",7,"Kalpaganur(R.V)And(P),Ward1,KalpaganurPudhurVillage 472",886,298
114,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedBuildingFacingNorthWestWingRoomNo.5",8,"Kalpaganur(R.V)And(P),Ward1,KalpaganurPudhurNorthKattukottai 758",888,105
115,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedSSABuildingFacingNorth,EastWingRoomNo.3",1,"Kalpaganur(R.V)And(P),Ward3,MorappangaduSouth 1",559,102
115,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedSSABuildingFacingNorth,EastWingRoomNo.3",2,"Kalpaganur(R.V)And(P),Ward3,MorappangaduVillage 102",557,136
115,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedSSABuildingFacingNorth,EastWingRoomNo.3",3,"Kalpaganur(R.V)And(P),Ward3,MorappangaduNorth 236",552,72
115,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedSSABuildingFacingNorth,EastWingRoomNo.3",4,"Kalpaganur(R.V)And(P),Ward3,VanniyapuramEast 304",558,145
115,"GovernmentHigherSecondarySchool-Kalpaganur-636109,TerracedSSABuildingFacingNorth,EastWingRoomNo.3",5,"Kalpaganur(R.V)And(P),Ward4,VanniyapuramWest 445",560,100
116,"GovernmentHigherSecondarySchool-Kalpaganur-636109,NewterracedBuildingFacingNorth,EastWing",1,"Kalpaganur(R.V)And(P),Ward3,Kalathumedu 1",731,138
116,"GovernmentHigherSecondarySchool-Kalpaganur-636109,NewterracedBuildingFacingNorth,EastWing",2,"Kalpaganur(R.V)And(P),Ward4,PallakkaduNorth 135",727,193
116,"GovernmentHigherSecondarySchool-Kalpaganur-636109,NewterracedBuildingFacingNorth,EastWing",3,"Kalpaganur(R.V)And(P),Ward4,PallakkaduVillage 310",733,394
116,"GovernmentHigherSecondarySchool-Kalpaganur-636109,NewterracedBuildingFacingNorth,EastWing",4,OverseasElector 681,681,1
117,"PanchayatUnionMiddleSchool-Sivagangaipuram-636109,TerracedSSABuildingFacingNorthEastWing",1,"Kalpaganur(R.V)and(P),Ward3,SivakangaipuramNorthKattukottai 1",655,254
117,"PanchayatUnionMiddleSchool-Sivagangaipuram-636109,TerracedSSABuildingFacingNorthEastWing",2,"Kalpaganur(R.V)and(P),Ward4,SivakangaipuramNorth 255",657,394
118,"PanchayatUnionMiddleSchool-Sivagangaipuram-636109,NewTerracedBuildingFacingSouth,WestWing",1,"Kalpaganur(R.V)And(P),Ward3,KaraimeduNorth 1",641,143
118,"PanchayatUnionMiddleSchool-Sivagangaipuram-636109,NewTerracedBuildingFacingSouth,WestWing",2,"Kalpaganur(R.V)and(P),Ward3,SivakangaipuramEast 141",633,95
118,"PanchayatUnionMiddleSchool-Sivagangaipuram-636109,NewTerracedBuildingFacingSouth,WestWing",3,"Kalpaganur(R.V)and(P),Ward4,SivakangaipuramVillage 233",640,401
119,"PanchayatUnionElementarySchool-Ramanaickenpalayam(South)-636109,TiledBuildingFacingWestNorthWing",1,"Ramanaickanpalayam(R.V)And(P),Ward2,AdhithiravidarStreet 1",927,918
120,"PanchayatUnionElementarySchool-Ramanaickenpalayam(South)-636109,TiledBuildingFacingNorthWestWingroomno1",1,"Ramanaickanpalayam(R.V)And(P),Ward2,BackwardStreet 1",891,676
120,"PanchayatUnionElementarySchool-Ramanaickenpalayam(South)-636109,TiledBuildingFacingNorthWestWingroomno1",2,"Ramanaickanpalayam(R.V)And(P),Ward4,kamarajnagar 624",888,181
121,"PanchayatUnionElementarySchool-10Yekkarcolony,Ramanaickenpalayam(south),TiledBuildingFacingEastSouthwing",1,"Ramanaickanpalayam(R.V)And(P),Ward3,Annanagar 1",722,76
121,"PanchayatUnionElementarySchool-10Yekkarcolony,Ramanaickenpalayam(south),TiledBuildingFacingEastSouthwing",2,"Ramanaickanpalayam(R.V)And(P),Ward2,10AcreColonyStreet 91",723,614
122,"GovtHighSchool,Ramanaickenpalayam(south)-636109,TerracedBuildingFacingEastNorthWing",1,"Ramanaickanpalayam(R.V)And(P),Ward3,WestPananthoppu 1",596,340
122,"GovtHighSchool,Ramanaickenpalayam(south)-636109,TerracedBuildingFacingEastNorthWing",2,"Ramanaickanpalayam(R.V)And(P),Ward3,Vaikangarai 313",599,80
122,"GovtHighSchool,Ramanaickenpalayam(south)-636109,TerracedBuildingFacingEastNorthWing",3,"Ramanaickanpalayam(R.V)And(P),Ward2,BackwardStreet 396",554,123
123,"PanchayatUnionElementarySchool-Ramanaickenpalayam(South)-636109,TiledBuildingFacingWestSouthWing",1,"Ramanaickanpalayam(R.V)And(P),Ward3,Annanagar 1",888,677
123,"PanchayatUnionElementarySchool-Ramanaickenpalayam(South)-636109,TiledBuildingFacingWestSouthWing",2,"Ramanaickanpalayam(R.V)And(P),Ward5,10AcreColony 671",889,152
123,"PanchayatUnionElementarySchool-Ramanaickenpalayam(South)-636109,TiledBuildingFacingWestSouthWing",3,OverseasElector 862,863,2
124,"GovernmentHighSchool-Ramanaickenpalayam(South)-636109,TerracdBuildingFacingNorthEastWing",1,"Ramanaickanpalayam(R.V)And(P),Ward3,WestPananthoppu 1",649,369
124,"GovernmentHighSchool-Ramanaickenpalayam(South)-636109,TerracdBuildingFacingNorthEastWing",2,"Ramanaickanpalayam(R.V)And(P),Ward3,Vaikangarai 391",648,240
125,"PanchayatUnionMiddleSchool,KamarajNagar,Ramanaickenpalayam(south)-636108,WestTerracedBuildingFacingSouthEastWing",1,"Ramanaickanpalayam(R.V)And(P),Ward4,KamarajaNagar 1",768,764
126,"PanchayatUnionMiddleSchool,KamarajNagar,Ramanaickenpalayam(south)-636108,CenterTerracedBuildingFacingSouthWestWing",1,"Ramanaickanpalayam(R.V)And(P),Ward4,Arasamarathukadu 1",528,286
126,"PanchayatUnionMiddleSchool,KamarajNagar,Ramanaickenpalayam(south)-636108,CenterTerracedBuildingFacingSouthWestWing",2,"Ramanaickanpalayam(R.V)And(P),Ward5,10AcreColony 277",531,193
126,"PanchayatUnionMiddleSchool,KamarajNagar,Ramanaickenpalayam(south)-636108,CenterTerracedBuildingFacingSouthWestWing",3,"Ramanaickanpalayam(R.V)And(P),Ward6,Elangonagar 466",530,45
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",1,"Ramanaickanpalayam(R.V)And(P),Ward5,6,ElangoNagar 1",628,153
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",2,"Ramanaickanpalayam(R.V)And(P),Ward6,GandhiNagar 148",247,99
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",3,"Ramanaickanpalayam(R.V)And(P),Ward6,ElangoNagarWestKattukottai 248",630,155
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",4,"Ramanaickanpalayam(R.V)And(P),Ward6,Oothumedu 401",624,135
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",5,"Ramanaickanpalayam(R.V)And(P),Ward6,OothumeduSouthKattukottai 528",621,86
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",1,"Ramanaickanpalayam(R.V)And(P),Ward6,OothumeduWestkattukottai 1",557,124
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",2,"Ramanaickanpalayam(R.V)And(P),Ward6,OothumeduNorthKattukottai 125",177,53
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",3,"Ramanaickanpalayam(R.V)And(P),Ward6,OothumeduEastKattukottai 178",556,66
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",4,"Ramanaickanpalayam(R.V)And(P),Ward6,MainRoadWestSide 242",558,54
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",5,"Ramanaickanpalayam(R.V)And(P),Ward6,RasinagarSchool&Westside 295",563,197
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",6,"Ramanaickanpalayam(R.V)And(P),Ward6,MainRoadEastSide 488",536,49
127,"PanchayatUnionElementarySchool-OothumeduRamanaickenpalayam(North)-636109,TerracedBuildingFacingNorth",7,"Ramanaickanpalayam(R.V)And(P),Ward5,6,Ramamoorthinagar,Kattukottai 537",564,19
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",1,"2 2-Ramanaickanpalayam(R.V)And(P),Ward6,AavaraiMalaiArea 148 166 18",1004,147
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",2,"Ramanaickanpalayam(R.V)And(P),Ward6,AavaraiMalaiArea 148",166,18
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",3,"4-Ramanaickanpalayam(R.V)And(P),Ward4,6,MainroadWestside&Thanimaram",970,105
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",4,"5 5-Ramanaickanpalayam(R.V)And(P),Ward5,6,KaramaniThittu 341 1002 111",340,69
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",5,"Ramanaickanpalayam(R.V)And(P),Ward5,6,KaramaniThittu 341",1002,111
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",6,"Ramanaickanpalayam(R.V)And(P),Ward6,RamamoorthiNagar 447",1008,258
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",7,"Ramanaickanpalayam(R.V)And(P),Ward6,RasinagarPeriyasamiKoil 689",1001,226
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",8,"9 9-Ramanaickanpalayam(R.V)And(P),Ward6,ElangoNagar 909 1003 59",907,7
129,"PanchayatUnionElementarySchool-RasiNagarRamanaickenpalayam(North)-636109,TilledBuildingFacingSouthWestWing",9,"Ramanaickanpalayam(R.V)And(P),Ward6,ElangoNagar 909",1003,59
130,"PanchayatUnionElementarySchool-Appamasamudram-636108,TerracedBuildingFacingSouthWestWing",1,"Appammasamudhiram(R.V)And(P),Ward2,EastStreetNorthSide 1",619,190
130,"PanchayatUnionElementarySchool-Appamasamudram-636108,TerracedBuildingFacingSouthWestWing",2,"Appammasamudhiram(R.V)And(P),Ward2,EastStreetSouthSide 186",617,123
130,"PanchayatUnionElementarySchool-Appamasamudram-636108,TerracedBuildingFacingSouthWestWing",3,"Appammasamudhiram(R.V)And(P),Ward2,SavadiStreet 307",623,123
130,"PanchayatUnionElementarySchool-Appamasamudram-636108,TerracedBuildingFacingSouthWestWing",4,"Appammasamudhiram(R.V)And(P),Ward2,SouthStreet 429",621,143
130,"PanchayatUnionElementarySchool-Appamasamudram-636108,TerracedBuildingFacingSouthWestWing",5,"Appammasamudhiram(R.V)And(P),Ward2,NorthStreet 568",622,44
131,"PanchayatUnionElementarySchool-Appamasamudram-636108,TerracedBuildingFacingSouthEastWing",1,"Appammasamudhiram(R.V)And(P),Ward2,WestStreet 1",679,236
131,"PanchayatUnionElementarySchool-Appamasamudram-636108,TerracedBuildingFacingSouthEastWing",2,"Appammasamudhiram(R.V)And(P),Ward2,Panamarathupatti 232",680,443
132,"PanchayatUnionElementarySchool-RamanathapuramAppamasamudram-636108,TerracedBuildingFacingEastNorthWing",1,"Appammasamudhiram(R.V)And(P),Ward1,RamanathapuramNorthStreet 1",511,278
132,"PanchayatUnionElementarySchool-RamanathapuramAppamasamudram-636108,TerracedBuildingFacingEastNorthWing",2,"Appammasamudhiram(R.V)And(P),Ward1,RamanathapuramCenterStreet 271",356,85
132,"PanchayatUnionElementarySchool-RamanathapuramAppamasamudram-636108,TerracedBuildingFacingEastNorthWing",3,"Appammasamudhiram(R.V)And(P),Ward1,RamanathapuramEastStreet 357",512,56
132,"PanchayatUnionElementarySchool-RamanathapuramAppamasamudram-636108,TerracedBuildingFacingEastNorthWing",4,"5 5-Appammasamudhiram(R.V)And(P),Ward1,RamanathapuramSouthStreet 425 445 21",424,13
132,"PanchayatUnionElementarySchool-RamanathapuramAppamasamudram-636108,TerracedBuildingFacingEastNorthWing",5,"Appammasamudhiram(R.V)And(P),Ward1,RamanathapuramSouthStreet 425",445,21
132,"PanchayatUnionElementarySchool-RamanathapuramAppamasamudram-636108,TerracedBuildingFacingEastNorthWing",6,"Appammasamudhiram(R.V)And(P),Ward1,RamanathapuramWestStreet 446",490,45
133,"PanchayatUnionElementarySchool,Ramanathapuram,Appamasmuthiram-636108,TinsheetWesternSideBuildingFacingEastNorthWing",1,"Appammasamudhiram(R.V)And(P),Ward1,RamanathapuramNorthKadu 1",700,241
133,"PanchayatUnionElementarySchool,Ramanathapuram,Appamasmuthiram-636108,TinsheetWesternSideBuildingFacingEastNorthWing",2,"Appammasamudhiram(R.V)And(P),Ward1,Paalikkadu 237",701,453
133,"PanchayatUnionElementarySchool,Ramanathapuram,Appamasmuthiram-636108,TinsheetWesternSideBuildingFacingEastNorthWing",3,"Appammasamudhiram(R.V)And(P),Ward1,Sengodikadu 681",690,5
134,"PanchayatUnionElementarySchool-UdayampattiAppamasamuthiram-636108,TerracedBuildingFacingNorth",1,"Appammasamudhiram(R.V)And(P),Ward3,4,PudhuUdayiampattiEast 1",894,283
134,"PanchayatUnionElementarySchool-UdayampattiAppamasamuthiram-636108,TerracedBuildingFacingNorth",2,"3-Appammasamudhiram(R.V)And(P),Ward3,4,PudhuUdayiampattiWestStreet",876,248
134,"PanchayatUnionElementarySchool-UdayampattiAppamasamuthiram-636108,TerracedBuildingFacingNorth",3,"4-Appammasamudhiram(R.V)And(P),Ward3,4,PudhuUdayiampattiSouthStreet",881,58
134,"PanchayatUnionElementarySchool-UdayampattiAppamasamuthiram-636108,TerracedBuildingFacingNorth",4,"5 5-Appammasamudhiram(R.V)And(P),Ward3,PudhuUdayiampattiSouth 661 899 138",660,96
134,"PanchayatUnionElementarySchool-UdayampattiAppamasamuthiram-636108,TerracedBuildingFacingNorth",5,"Appammasamudhiram(R.V)And(P),Ward3,PudhuUdayiampattiSouth 661",899,138
134,"PanchayatUnionElementarySchool-UdayampattiAppamasamuthiram-636108,TerracedBuildingFacingNorth",6,"Appammasamudhiram(R.V)And(P),Ward3,4,BashakhanSalai 776",866,72
135,"PUMS(Lakshmanasamuthiram)Selliampalayam-636108,,TerracedBuildingFacingSouth,EastWing.",1,"Appammasamudhiram(R.V)And(P),Ward3,4,PudhuUdayiampattiWest 1",90,89
135,"PUMS(Lakshmanasamuthiram)Selliampalayam-636108,,TerracedBuildingFacingSouth,EastWing.",2,"Appammasamudhiram(R.V)And(P),Ward3,4,AtturMainRoad 91",736,88
135,"PUMS(Lakshmanasamuthiram)Selliampalayam-636108,,TerracedBuildingFacingSouth,EastWing.",3,"Appammasamudhiram(R.V)And(P),Ward3,4,SelliampalayamSouth 177",740,178
135,"PUMS(Lakshmanasamuthiram)Selliampalayam-636108,,TerracedBuildingFacingSouth,EastWing.",4,"Appammasamudhiram(R.V)And(P),Ward3,4,SelliampalayamNorth 358",739,157
135,"PUMS(Lakshmanasamuthiram)Selliampalayam-636108,,TerracedBuildingFacingSouth,EastWing.",5,"Appammasamudhiram(R.V)And(P),Ward3,4,SelliampalayamWest 514",584,71
135,"PUMS(Lakshmanasamuthiram)Selliampalayam-636108,,TerracedBuildingFacingSouth,EastWing.",6,"Appammasamudhiram(R.V)And(P),Ward3,4,M.G.R.Nagar 585",738,150
136,"GovernmentAdi-DravidarWelfareHighSchool-Kothampady-636109,SSABuildingFacingEastSouthwing.",1,Street.South,815,810
137,"GovernmentAdi-DravidarWelfareHighSchool-Kothampady-636109,SSABuildingFacingEastMiddleWingRoomno2.",1,SouthSt.Colony,859,853
138,"GovernmentAdi-DravidarWelfareHighSchool-Kothampady-636109,SSABuildingFacingEastRoomNo.4",1,"JariKothampadi(R.V)AndKothampadi(P),Ward3,PudhuKothampadi 1",1108,612
138,"GovernmentAdi-DravidarWelfareHighSchool-Kothampady-636109,SSABuildingFacingEastRoomNo.4",2,Kattukottai,1106,493
139,"PanchayatUnionElementarySchool-Alagapuram-636109,TiledBuildingFacingNorth",1,"Alagapuram(R.V)AndKothampadi(P),Ward5,Alagapuram 1",811,482
139,"PanchayatUnionElementarySchool-Alagapuram-636109,TiledBuildingFacingNorth",2,"Alagapuram(R.V)AndKothampadi(P),Ward5,Ramanathapuram 456",802,148
139,"PanchayatUnionElementarySchool-Alagapuram-636109,TiledBuildingFacingNorth",3,"Alagapuram(R.V)AndKothampadi(P),Ward5,SouthKattukottaigal 595",800,179
140,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingNorthEastWing",1,"Thennangudipalayam(R.V)And(P),Ward2,PillaiyarKoilStreet 1",512,150
140,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingNorthEastWing",2,"Thennangudipalayam(R.V)And(P),Ward3,Ayyanarpalayam 150",511,21
140,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingNorthEastWing",3,"4 4-Thennangudipalayam(R.V)And(P),Ward2,CenterStreet 326 513 177",507,159
140,"PanchayatUnionMiddleSchool-Thennankudipalayam-636108,TerracedBuildingFacingNorthEastWing",4,"Thennangudipalayam(R.V)And(P),Ward2,CenterStreet 326",513,177
141,"PanchayatUnionMiddleSchool-Thennengudipalayam-636108,TerracedBuildingFacingEastnorthWing",1,"Thennangudipalayam(R.V)And(P),Ward2,Pudhupalayam 1",754,375
