part_no,Part name,slno,section name,total electors,total part votes
52,"PanchayatUnionElementarySchool-Abinavam-636117,TerracedBuildingFacingEast",3,"Yethapur(TP),Ward12,AdhiDravidarStreet 625",869,235
53,AnganwadiBuilding-Abinavam-636117AsbestosbuildingFacingNorth,1,"Yethapur(TP),Ward12,AdhiDravidarStreet 1",985,226
53,AnganwadiBuilding-Abinavam-636117AsbestosbuildingFacingNorth,2,"Yethapur(TP),Ward14,GundumaniyanKaradu 219",995,125
53,AnganwadiBuilding-Abinavam-636117AsbestosbuildingFacingNorth,3,"Yethapur(TP),Ward14,MainRoad 339",998,237
53,AnganwadiBuilding-Abinavam-636117AsbestosbuildingFacingNorth,4,"Yethapur(TP),Ward14,PappanYeriKattukottai 569",997,404
54,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedBuildingFacingSouth,Westwing(NewBuliding)",1,"Yethapur(TP),Ward6,Agraharam 1",840,145
54,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedBuildingFacingSouth,Westwing(NewBuliding)",2,"Yethapur(TP),Ward6,KamachiammanKovilStreet 144",839,332
54,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedBuildingFacingSouth,Westwing(NewBuliding)",3,"Yethapur(TP),Ward3,KadaiVeethi 473",838,357
55,"AnganwadiBuildingYethapur-636117,TerracedBuildingFacingNorthwestwing",1,"Yethapur(TP),Ward10,KanthasamyKovilStreet 1",819,213
55,"AnganwadiBuildingYethapur-636117,TerracedBuildingFacingNorthwestwing",2,"Yethapur(TP),Ward3,KammalarStreet 212",272,61
55,"AnganwadiBuildingYethapur-636117,TerracedBuildingFacingNorthwestwing",3,"Eathapur(TP),Ward11,Valaiyalkarastreet 273",822,284
55,"AnganwadiBuildingYethapur-636117,TerracedBuildingFacingNorthwestwing",4,"Yethapur(TP),Ward11,BelurRoad 546",820,259
56,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedSSABuildingFacingNorthMiddlePortion",1,"Yethapur(TP),Ward4,AdhiDravidarColonyStreet 1",856,418
56,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedSSABuildingFacingNorthMiddlePortion",2,"Yethapur(TP),Ward2,OttarStreet 400",853,183
56,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedSSABuildingFacingNorthMiddlePortion",3,"Yethapur(TP),Ward2,SempadavarStreet 581",832,121
56,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedSSABuildingFacingNorthMiddlePortion",4,"Yethapur(TP),Ward2,PettaiStreet 701",852,133
57,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedBuildingFacingNorthEastwing",1,"Yethapur(TP),Ward2,JangammerStreet 1",790,188
57,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedBuildingFacingNorthEastwing",2,"Yethapur(TP),Ward1,SekkaraStreet 183",780,82
57,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedBuildingFacingNorthEastwing",3,"Eathapur(TP),Ward1,NorthStreet 264",787,227
57,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedBuildingFacingNorthEastwing",4,"Yethapur(TP),Ward4,AdhiDravidarStreet 484",791,292
58,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedEastbulidingFacingSouth,WestWing(NewBuilding)",1,"Yethapur(TP),Ward5,Ganesapuram 1",1007,396
58,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedEastbulidingFacingSouth,WestWing(NewBuilding)",2,"Yethapur(TP),Ward5,MannurmalaiRoad 381",981,97
58,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedEastbulidingFacingSouth,WestWing(NewBuilding)",3,"Yethapur(TP),Ward15,ThumbalRoad 476",1002,339
58,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedEastbulidingFacingSouth,WestWing(NewBuilding)",4,"Yethapur(TP),Ward15,Malaipathai 801",1005,129
58,"PanchayatUnionMiddleSchool-Yethapur-636117,TerracedEastbulidingFacingSouth,WestWing(NewBuilding)",5,"Yethapur(TP),Ward15,BelurRoad 926",984,44
59,"GovernmentHigherSecondarySchool-Yethapur-636117,TerracedSSABuildingFacingWestNorthwingRoomNo.7",1,"Yethapur(TP),Ward8,ThumbalRoad 1",1023,693
59,"GovernmentHigherSecondarySchool-Yethapur-636117,TerracedSSABuildingFacingWestNorthwingRoomNo.7",2,"Yethapur(TP),Ward9,KudiStreet(1..118) 658",1022,326
59,"GovernmentHigherSecondarySchool-Yethapur-636117,TerracedSSABuildingFacingWestNorthwingRoomNo.7",3,OverseasElector 972,972,1
60,"GovernmentHigherSecondarySchool-Yethapur-636117,TerracedSSABuildingFacingWestSouthwingRoomNo.8",1,"Yethapur(TP),Ward8,KudiStreet(1..86) 1",950,413
60,"GovernmentHigherSecondarySchool-Yethapur-636117,TerracedSSABuildingFacingWestSouthwingRoomNo.8",2,"Yethapur(TP),Ward8,MuslimStreet 389",933,98
60,"GovernmentHigherSecondarySchool-Yethapur-636117,TerracedSSABuildingFacingWestSouthwingRoomNo.8",3,"Yethapur(TP),Ward7,AdhiDravidarStreet 484",947,438
60,"GovernmentHigherSecondarySchool-Yethapur-636117,TerracedSSABuildingFacingWestSouthwingRoomNo.8",4,OverseasElector 907,907,1
61,"Panchayatunionelementaryschool,Eastadidravidarstreet,pethanaickenpalayam-636109,Tiledbuildingfacingeastsouthwing",1,"Pethanaickanpalayam(TP),Ward1,EastAdhidravidarStreet 1",1030,1027
62,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingWestSouthWing(4thBuilding)",1,"Pethanaickanpalayam(TP),Ward1,KaloddarStreet 1",524,316
62,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingWestSouthWing(4thBuilding)",2,"Pethanaickanpalayam(TP),Ward4,BazaarStreet 303",523,204
63,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingWestNorthWing(4thBuilding)",1,"Pethanaickanpalayam(TP),Ward2,TholuvarStreet 1",793,456
63,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingWestNorthWing(4thBuilding)",2,"Pethanaickanpalayam(TP),Ward2,PeriyaMariammankoilPallarStreet 446",791,336
64,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingEastMiddlePortion",1,"Pethanaickanpalayam(TP),Ward3,EastSanaarStreet 1",771,654
64,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingEastMiddlePortion",2,"Pethanaickanpalayam(TP),Ward3,SembadavarStreet 636",772,84
64,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingEastMiddlePortion",3,"Pethanaickanpalayam(TP),Ward4,PethanaickanpalayamBazaarStreet 719",753,28
64,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingEastMiddlePortion",4,"Pethanaickanpalayam(TP),Ward6,TheppakulaStreet 750",750,1
65,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingNorthEastWing",1,"Pethanaickanpalayam(TP),Ward5,Agraharam 1",1002,140
65,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingNorthEastWing",2,"Pethanaickanpalayam(TP),Ward5,ThirumalaisamuthramAngalammanKoilSt 141",1006,150
65,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingNorthEastWing",3,"Pethanaickanpalayam(TP),Ward5,KakkalarStreet 282",1016,397
65,"GovernmentGirlsHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingNorthEastWing",4,"Pethanaickanpalayam(TP),Ward5,KottaikaraiStreet 659",1015,319
66,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildingFacingWest,NorthWingRoomNo.32",1,"Pethanaickanpalayam(TP),Ward6,WestVelalarStreet 1",866,106
66,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildingFacingWest,NorthWingRoomNo.32",2,"Pethanaickanpalayam(TP),Ward6.TheppakulaStreet 106",859,45
66,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildingFacingWest,NorthWingRoomNo.32",3,"Pethanaickanpalayam(TP),Ward6,MainRoad 149",864,543
66,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildingFacingWest,NorthWingRoomNo.32",4,"Pethanaickanpalayam(TP),Ward6,WestVelalarStreet 677",865,163
67,"PanchayatUnionElementarySchool,GandhiNagar,10thWard636109,TerracedBuildingFacingSouth,WestWing",1,"Pethanaickanpalayam(TP),Ward6,GandhinagarNewcolony 1",546,542
68,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildidngFacingWestSouthWing",1,"Pethanaickanpalayam(TP),Ward7,EswaranKoilStreet 1",810,175
68,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildidngFacingWestSouthWing",2,"Pethanaickanpalayam(TP),Ward7,KollampattaraiStreet 175",820,177
68,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildidngFacingWestSouthWing",3,"Pethanaickanpalayam(TP),Ward7,KollampattaraiStreetUbasandhu 349",821,43
68,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildidngFacingWestSouthWing",4,"Pethanaickanpalayam(TP),Ward7,EastVelalarStreet 390",813,109
68,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TiledBuildidngFacingWestSouthWing",5,"Pethanaickanpalayam(TP),Ward5,WestSanaarStreet 496",822,314
69,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildidngFacingSouthWestWing",1,"Pethanaickanpalayam(TP),Ward7,AariyoorSt 1",1186,1183
70,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingSouthEastwingRoomNo1",1,"Pethanaickanpalayam(TP),Ward8,TholuvapalliStreet 1",847,381
70,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingSouthEastwingRoomNo1",2,"Pethanaickanpalayam(TP),Ward8,TholuvapalliSt,Ubasandhu1 372",839,53
70,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingSouthEastwingRoomNo1",3,"Pethanaickanpalayam(TP),Ward8,TholuvapalliSt,Ubasandhu 411",844,62
70,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingSouthEastwingRoomNo1",4,"Pethanaickanpalayam(TP),Ward8,TholuvapalliSt,Ubasandhu 471",836,30
70,"GovernmentBoysHigherSecondarySchool-Pethanaickenpalayam-636109,TerracedBuildingFacingSouthEastwingRoomNo1",5,"Pethanaickanpalayam(TP),Ward8,EastStreet 500",845,313
71,"PanchayatUnionMiddleSchool-Palandiyoor-636109,(SSA)TerracedBuildingFacingWestSouthWing",1,"Pethanaickanpalayam(TP),Ward9,Palandiyoor 1",961,686
71,"PanchayatUnionMiddleSchool-Palandiyoor-636109,(SSA)TerracedBuildingFacingWestSouthWing",2,"Pethanaickanpalayam(TP),Ward9,Paduvakkadu 673",960,273
72,"PanchayatUnionElementarySchool-Kalichettiyur-636109,AsbestosBuildingFacingWestSouthWing",1,"Pethanaickanpalayam(TP),Ward10,Kalichettiyur(ResidentialStreet) 1",797,555
72,"PanchayatUnionElementarySchool-Kalichettiyur-636109,AsbestosBuildingFacingWestSouthWing",2,"Pethanaickanpalayam(TP),Ward10,HarijanaStreet 553",805,88
72,"PanchayatUnionElementarySchool-Kalichettiyur-636109,AsbestosBuildingFacingWestSouthWing",3,"Pethanaickanpalayam(TP),Ward10,NorthArea 639",806,163
73,"PanchayatUnionElementarySchool-Chinnamasamudiram636109,,TiledBuildingFacingSouthWestWing",1,"Pethanaickanpalayam(TP),Ward11,ChinnamasamudhiramPallarStreet 1",953,477
73,"PanchayatUnionElementarySchool-Chinnamasamudiram636109,,TiledBuildingFacingSouthWestWing",2,"3-Pethanaickanpalayam(TP),Ward11,ChinnamasamudhiramPallarStreetcolony",957,114
73,"PanchayatUnionElementarySchool-Chinnamasamudiram636109,,TiledBuildingFacingSouthWestWing",3,"4-Pethanaickanpalayam(TP),Ward11,ChinnamasamudhiramArunthathiyarColony",959,86
74,"PanchayatUnionElementarySchool-Chinnamasamudram-636109,TiledBuildingFacingSouthWestWing",1,"2-Pethanaickanpalayam(TP),Ward12,ChinnamasamuthiramKuditheruNorthside",843,401
74,"PanchayatUnionElementarySchool-Chinnamasamudram-636109,TiledBuildingFacingSouthWestWing",2,"3 3-Pethanaickanpalayam(TP),Ward12,ChinnamasmudhiramKattukottai 627 841 212",838,228
74,"PanchayatUnionElementarySchool-Chinnamasamudram-636109,TiledBuildingFacingSouthWestWing",3,"Pethanaickanpalayam(TP),Ward12,ChinnamasmudhiramKattukottai 627",841,212
75,"PanchayatUnionElementarySchool,Pethanaickenpalayam6thWard636109,TiledBuildingFacingSouthEastWing",1,"Pethanaickanpalayam(TP),Ward13,ChinnamasamudhiramPanjamarStreet 1",611,608
76,"PanchayatUnionElementarySchool,Thirumalainamasamuthiram-636109,TerracedBuildingFacingEastSouthWing",1,"Pethanaickanpalayam(TP),Ward14,PethanaickanpalayamPanaiYeriPallarSt 1",477,239
77,"PanchayatUnionElementarySchool-Thirumalainamasamudram-636109,NewTiledBuildingFacingSouth",1,"Pethanaickanpalayam(TP),Ward14,ThirumalaisamudhiramPallarStreet 1",850,358
77,"PanchayatUnionElementarySchool-Thirumalainamasamudram-636109,NewTiledBuildingFacingSouth",2,"Pethanaickenpalayam(TP),Ward14,AmbethkarStreet 347",847,173
77,"PanchayatUnionElementarySchool-Thirumalainamasamudram-636109,NewTiledBuildingFacingSouth",3,"Pethanaickanpalayam(TP),Ward14,V.O.C.Nagar 519",842,318
78,"PanchayatUnionElementarySchool,Pethanaickenpalayam6thWard-636109,TerracedBuildingFacingWest",1,"2 2-Pethanaickanpalayam(TP),Ward13,ChinnamasamudhiramPanjamarSt.East 321 533 211",552,339
78,"PanchayatUnionElementarySchool,Pethanaickenpalayam6thWard-636109,TerracedBuildingFacingWest",2,"Pethanaickanpalayam(TP),Ward13,ChinnamasamudhiramPanjamarSt.East 321",533,211
79,"PanchayatUnionElementarySchool-Puthiragoundanpalayam-636119,TerracedBuildingFacingSouthWestwing",1,"2-Puthiragoundenpalayam(R.V)And(P),Ward2,BazaarStreet,ResidentialStreet",840,621
80,"PanchayatUnionElementarySchool-Puthiragoundanpalayam-636119,TerracedBuildingFacingSouthEastwing",1,"Puthiragoundenpalayam(R.V)And(P),Ward4,Alangari,Kattukottai 1",450,435
80,"PanchayatUnionElementarySchool-Puthiragoundanpalayam-636119,TerracedBuildingFacingSouthEastwing",2,OverseasElector 413,414,2
81,"PanchayatUnionElementarySchool,Puthiragoundanpalayam-636119,TerracedBuildingFacingWestNorthWing",1,"Puthiragoundenpalayam(R.V)And(P),Ward3,Dheventhiranadu 1",786,769
82,"PanchayatUnionElementarySchool-VeeraGoundanur-636109,AsbestosBuildingFacingNorthWestWing",1,"Veeragoundanur(R.V)And(P),Ward22,VanniarStreet 1",764,761
83,"PanchayatUnionElementarySchool-VeeraGoundanur-636109,TerracedBuildingFacingsouthWestWing",1,"Veeragoundanur(R.V)And(P),Ward22,NadaarStreet 1",597,596
84,"PanchayatUnionMiddleSchool-Olappadi-636109,TiledBuildingFacingWestNorthwing",1,"Oddapatti(R.V)And(P),Ward2,3,4,5Oddapatti 1",575,571
85,"PanchayatUnionMiddleSchool-Olappadi636109,TerracedBuildingFacingSouth,Westwing",1,"Oddapatti(R.V)And(P),Ward1,2,3,4Oddapatti 1",632,627
86,"PanchayatUnionMiddleSchool-Olappadi636109,TiledBuildingFacingWestSouthWing",1,"Oddapatti(R.V)And(P),Ward1,2,3,4Oddapatti 1",643,639
87,"PanchayatUnionMiddleSchool-Olappadi636109,TerracedBuildingFacingSouth,Eastwing",1,"Olappadi(TP)And(P),Ward1,2,3,4Olappadi 1",651,344
87,"PanchayatUnionMiddleSchool-Olappadi636109,TerracedBuildingFacingSouth,Eastwing",2,"Olappadi(R.V)And(P),Ward2,3,4,5Olappadi 341",652,290
88,"PanchayatUnionElementarySchool-Thennampillayur-636109,TiledBuildingFacingWest",1,"Thennampillayur(R.V)And(P),Ward1,2KudiStreet,HarijanaColony 1",982,473
88,"PanchayatUnionElementarySchool-Thennampillayur-636109,TiledBuildingFacingWest",2,"Thennampillayur(R.V)And(P),Ward3,4BoyarStreet,Melakkadu,SouthKadu 464",983,507
89,"PanchayatUnionElementarySchool-Umayalpuram-636119,TerracedBuildingFacingSouthWestwing",1,"Umaiyalpuram(R.V)And(P),Ward1,2,Kudistreet 1",702,435
89,"PanchayatUnionElementarySchool-Umayalpuram-636119,TerracedBuildingFacingSouthWestwing",2,"Umaiyalpuram(R.V)And(P),Ward2,DhevendhirarStreet 427",690,142
89,"PanchayatUnionElementarySchool-Umayalpuram-636119,TerracedBuildingFacingSouthWestwing",3,"Umaiyalpuram(R.V)And(P),Ward1,Kattukottai 564",707,125
89,"PanchayatUnionElementarySchool-Umayalpuram-636119,TerracedBuildingFacingSouthWestwing",4,OverseasElector 672,672,1
90,"PanchayatUnionElementarySchool-Umayalpuram-636119,TerracedBuildingFacingSoutheastwing",1,"Umaiyalpuram(R.V)And(P),Ward1,ArunthathiyarStreet 1",832,193
90,"PanchayatUnionElementarySchool-Umayalpuram-636119,TerracedBuildingFacingSoutheastwing",2,"Umaiyalpuram(R.V)And(P),Ward1,2,3&4,AdhidhiravidarStreet 186",831,635
90,"PanchayatUnionElementarySchool-Umayalpuram-636119,TerracedBuildingFacingSoutheastwing",3,OverseasElector 802,803,2
91,"PanchayatUnionElementarySchool-Umayalpuram-636119,TiledBuildingFacingWestNorthwing",1,"Umaiyalpuram(R.V)And(P),Ward3,4,Kuditheru 1",1023,270
91,"PanchayatUnionElementarySchool-Umayalpuram-636119,TiledBuildingFacingWestNorthwing",2,"Umaiyalpuram(R.V)And(P),Ward3,4,Palayakottai 261",1009,89
91,"PanchayatUnionElementarySchool-Umayalpuram-636119,TiledBuildingFacingWestNorthwing",3,"Umaiyalpuram(R.V)And(P),Ward3,4,KarakkararMedu 347",1018,86
91,"PanchayatUnionElementarySchool-Umayalpuram-636119,TiledBuildingFacingWestNorthwing",4,"Umaiyalpuram(R.V)And(P),Ward3,4,Goundermedu 434",1021,121
91,"PanchayatUnionElementarySchool-Umayalpuram-636119,TiledBuildingFacingWestNorthwing",5,"Umaiyalpuram(R.V)And(P),Ward3,4,Pandarpadi 551",1016,219
91,"PanchayatUnionElementarySchool-Umayalpuram-636119,TiledBuildingFacingWestNorthwing",6,"Umaiyalpuram(R.V)And(P),Ward3,4,Paalakkadu 766",1019,199
91,"PanchayatUnionElementarySchool-Umayalpuram-636119,TiledBuildingFacingWestNorthwing",7,"Umaiyalpuram(R.V)And(P),Ward3,Sengadu 958",1000,35
92,"PanchayatUnionElementarySchool-Muthagoundanur-636119,TiledBuildingFacingSouth",1,"Muthagoundanur(R.V)And(P),Ward1,Kuditheru 1",915,443
92,"PanchayatUnionElementarySchool-Muthagoundanur-636119,TiledBuildingFacingSouth",2,"Muthagoundanur(R.V)And(P),Ward2,ArunthathiyarStreet 438",916,279
92,"PanchayatUnionElementarySchool-Muthagoundanur-636119,TiledBuildingFacingSouth",3,"Muthagoundanur(R.V)And(P),Ward3,Kattukottai 715",912,189
93,"PanchayatUnionElementarySchool-Thamayanur-636115,TiledBuildingFacingEast",1,"Thamaiyanur(R.V)And(P),Ward2,ThamaiyanurOor 1",543,543
94,"PanchayatUnionElementarySchool,Thamaiyanur-636115,TinSheetBuildingFacingEastNorthWing",1,"Thamaiyanur(R.V)And(P),Ward1,HarijanastreetColony 1",623,400
94,"PanchayatUnionElementarySchool,Thamaiyanur-636115,TinSheetBuildingFacingEastNorthWing",2,"Thamaiyanur(R.V)And(P),Ward3,Kattukottai 394",622,223
95,"PanchayatUnionElementarySchool-Vadugathampatty-636115,TerracedBuildingFacingWestSouthWing",1,"Vadukathampatti(R.V)And(P),Ward1,VadukathampattiOor 1",1039,326
95,"PanchayatUnionElementarySchool-Vadugathampatty-636115,TerracedBuildingFacingWestSouthWing",2,"Vadukathampatti(R.V)And(P),Ward2,HarijanaColony 323",1047,164
95,"PanchayatUnionElementarySchool-Vadugathampatty-636115,TerracedBuildingFacingWestSouthWing",3,"Vadukathampatti(R.V)And(P),Ward3,Kattukottaigal 478",1049,555
96,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthEastWing",1,"WestRajapalayam(R.V)And(P),Ward1,Sengottai 1",887,333
96,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthEastWing",2,"WestRajapalayam(R.V)And(P),Ward2,Thuvaragapuri 328",889,256
96,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthEastWing",3,"WestRajapalayam(R.V)And(P),Ward2,Ammampalayam 578",878,76
96,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthEastWing",4,"WestRajapalayam(R.V)And(P),Ward2,WestRajapalayam 650",885,223
97,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthWestWing",1,"WestRajapalayam(R.V)And(P),Ward3,Uthangarai 1",1055,290
97,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthWestWing",2,"WestRajapalayam(R.V)And(P),Ward3,Eachangadu 281",469,188
97,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthWestWing",3,"WestRajapalayam(R.V)And(P),Ward3,Vannathikuttai 470",1065,197
97,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthWestWing",4,"WestRajapalayam(R.V)And(P),Ward3,Kuttakarai 658",1064,108
97,"NationalAidedPrimarySchool-WestRajapalayam-636115,TiledBuildingFacingNorthWestWing",5,"WestRajapalayam(R.V)And(P),Ward1,Konamaduvu 760",1067,277
98,"PanchayatUnionElementarySchool-NewColonyWestRajapalayam-636115,TerracedBuildingFacingsouth",1,"WestRajapalayam(R.V)And(P),Ward3,NewColony 1",626,465
98,"PanchayatUnionElementarySchool-NewColonyWestRajapalayam-636115,TerracedBuildingFacingsouth",2,"WestRajapalayam(R.V)And(P),Ward3,OldColony 457",625,160
99,"PanchayatUnionElementarySchool-A.Karadipatty-636119,TiledBuildingFacingNorth",1,"YethapurKaradipatti(R.V)And(P),Ward1,Kuditheru 1",985,452
99,"PanchayatUnionElementarySchool-A.Karadipatty-636119,TiledBuildingFacingNorth",2,"YethapurKaradipatti(R.V)And(P),Ward1,HarijanaStreet 441",975,154
99,"PanchayatUnionElementarySchool-A.Karadipatty-636119,TiledBuildingFacingNorth",3,"YethapurKaradipatti(R.V)And(P),Ward2,Melakkadu 595",679,85
99,"PanchayatUnionElementarySchool-A.Karadipatty-636119,TiledBuildingFacingNorth",4,"YethapurKaradipatti(R.V)And(P),Ward2,Perumapalayam 680",986,294
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",1,"Ariyapalayam(R.V)And(P),Ward1,2AriyapalayamKuditheru 1",955,350
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",2,"Ariyapalayam(R.V)And(P),Ward2,AdhidravidarColony 341",949,22
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",3,"Ariyapalayam(R.V)And(P),Ward2,ChinnaAriyapalayam&Kattupaguthi 362",954,171
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",4,"5 5-Ariyapalayam(R.V)And(P),Ward2,YerikaduPaguthigal 559 953 66",558,30
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",5,"Ariyapalayam(R.V)And(P),Ward2,YerikaduPaguthigal 559",953,66
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",6,"Ariyapalayam(R.V)And(P),Ward5,WestKottakottai 624",946,156
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",7,"Ariyapalayam(R.V)And(P),Ward5,NorthKattukottai 778",947,149
100,"GovernmentHighSchool-Ariyapalayam-636119,TerracedBuildingFacingNorthCentreportionRoomNo.25",8,OverseasElector 918,924,7
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",1,"Ariyapalayam(R.V)And(P),Ward1,AriyapalayamKuditheru 1",966,214
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",2,"Ariyapalayam(R.V)And(P),Ward2,AdhithiravidarColony 213",979,176
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",3,"Ariyapalayam(R.V)And(P),Ward2,ChinnaAariyapaloayamKattupaguthi 381",974,108
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",4,"Ariyapalayam(R.V)And(P),Ward4,Southkattukottai. 485",976,282
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",5,"Ariyapalayam(R.V)And(P),Ward4,XRoadKattupaguthi 762",971,73
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",6,"Ariyapalayam(R.V)And(P),Ward2,YerikattuPaguthigal 833",978,83
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",7,"Ariyapalayam(R.V)And(P),Ward2,WestKattukottai 914",940,27
101,"GovernmentHighSchool-Ariyapalayam-636119,BuildingFacingNorthWestwingRoomNo24",8,"Ariyapalayam(R.V)And(P),Ward5,NorthKattukottai 941",953,13
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",1,"Thalavaipatti(R.V)And(P),Ward1,MariammanKoilStreet 1",961,103
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",2,"Thalavaipatti(R.V)And(P),Ward1,WestStreet 102",939,21
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",3,"Thalavaipatti(R.V)And(P),Ward1,KuditheruNaduVeethi 122",958,21
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",4,"Thalavaipatti(R.V)And(P),Ward1,KudiSt,SouthSt 141",949,96
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",5,"Thalavaipatti(R.V)And(P),Ward1,VannarColony 235",944,46
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",6,"Thalavaipatti(R.V)And(P),Ward1,KuditheruNorthstreet 280",948,98
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",7,"Thalavaipatti(R.V)And(P),Ward1,AmbethkarColony 377",959,334
102,"PanchayatUnionMiddleSchool-Dhalavaipatty-636109,TerracedBuildingFacingNorthEastWing",8,"Thalavaipatti(R.V)And(P),Ward1,ValluvarStreet 705",954,57
